#,App Name,App Link,Rating,Downloads,Version,Released,Last Updated,Developer Name,Developer Email,Developer Website,About the Developer / Address,About the App / Description
189,Same TV,https://play.google.com/store/apps/details?id=so.golis.sametv,,"10,000+",Varies with device,"Jan 4, 2026",,GOLIS TELECOM,info@sametv.so,http://sametv.so,,"Same TV IPTV is a cutting-edge internet-based television service that brings you the ultimate entertainment experience. With a vast selection of live TV channels, on-demand movies, TV series, and international content, Same TV IPTV transforms the way you watch television. Whether you're into sports, news, movies, or kids' programming, there's something for everyone — all in one place. Enjoy high-definition (HD) and 4K quality streams with minimal buffering, thanks to advanced streaming technology and stable servers. Same TV IPTV supports all major devices, including Smart TVs, Android TV boxes, smartphones, tablets, and more, allowing you to watch your favorite content anytime, anywhere. Key Features: Over 200+ Live TV Channels from around the world Thousands of Movies and TV Shows On-Demand Full HD, 4K & Standard Definition (SD) Streaming Anti-freeze technology for smooth, buffer-free viewing 24/7 Customer Support Compatible with Smart TVs, Android, iOS, and more Same TV IPTV is perfect for users looking to cut the cord and enjoy flexible, affordable, and high-quality entertainment from around the globe."
190,ShortMax - Short Dramas & TV,https://play.google.com/store/apps/details?id=live.shorttv.apps,4.2571645,"100,000,000+",2.20.1,"Sep 3, 2023","Jun 15, 2026",SHORTMAX LIMITED,shorttv.service@shorttv.live,https://www.shorttv.live,,"Welcome to ShortMax — your personal gateway to an immersive world of short-form entertainment! 🌟 Here, you’ll find Dramatics’ most captivating series, DailyMotion’s extensive video collection, and countless heart-touching exclusive short dramas, movies, and shows. Whether you adore romance, suspense, fantasy, or comedy, there’s always a story that will speak to your heart. Come begin your unforgettable audiovisual journey with us today! ❤️ The hot werewolf dramas are currently being released online, exclusively on ShortMax, check them out right now~ 🐺Forbidden desires：Alpha's Love: The taboo romance between Adrian and Chloe in multiple identities. 🐺Reborn to Revenge: The Betrayed Luna: Melinda encountered her mate, Nelson, in an unexpected circumstance... As she attempted to escape from danger, an instinctive yearning for Nelson held her back. 🐺My Personal Lycan King: One night, the mysterious man leaned forward and whispered seductively in her ear: ""Hello, mate. Let's fall in love."" Exclusively popular dramas, which one is your favorite? 👂I can hear you: She lost her hearing because of him but he didn't know the truth. 👩The Female Janitor Revealed as a Hidden Tycoon: Cleaning Lady or CEO, Which is Her True Identity? 👨Supreme Emperor: Emperor experienced life and delivered takeout, but was unexpectedly divorced by eight aristocratic families! Step into the realm of ShortMax, where an array of engaging short dramas and movies awaits your exploration. Immerse yourself in a diverse range of episodes and elevate your drama experience to new heights. Indulge in a Tapestry of Genres With ShortMax, you'll relish an assortment of genres spanning drama, romance, suspense, and thrilling mysteries. Embark on time-travel adventures, unravel enigmatic cases, or get swept away in the fantasy of romance with a pretend billionaire. Our collection of stories is as vast as your imagination! Lose Yourself in Miniature Dramas In just minutes, you'll be completely absorbed in these enthralling short narratives, igniting your passion for drama like never before. Unveiling Exclusive Selection ShortMax proudly presents a meticulously curated assortment of short plays. Each episode is carefully crafted, brimming with creativity, emotion, and depth, designed to transport you effortlessly into a multitude of imaginative realms. Here's What Awaits You on ShortMax: - An Array of Genres From inspirational comebacks to enigmatic time-travel adventures, from the allure of ancient tales to modern love stories, ShortMax caters to every drama preference you desire. - Tailored Recommendations Our smart recommendation system ensures you easily find shows tailored to your tastes. - Effortless Viewing Experience With each short drama lasting just minutes, you can seamlessly enjoy them during your commute, breaks, or moments of leisure. - Exclusive Original Content Engage with bite-sized, drama-packed original shows that will keep you coming back for more. The entertainment never stops! - Always Fresh Stay up-to-date with real-time updates, ensuring a steady stream of the hottest short dramas and movies. Discover new favorites every week! - Your One-Stop Platform ShortMax simplifies your viewing journey by providing a unified platform, eliminating the inconvenience of switching between sources. - Visual Brilliance Delight in high-definition visuals that capture every detail, creating an immersive feast for your eyes. Thank you for your support of ShortMax!"
191,ReelShort - Stream Drama & TV,https://play.google.com/store/apps/details?id=com.newleaf.app.android.victor,4.175666,"100,000,000+",3.9.10,"Aug 10, 2022","Jun 8, 2026",NewLeaf Publishing,reelshort.support@crazymaplestudio.com,https://www.reelshort.com/,,"Tired of never finishing a movie or paying for unused subscriptions? Watch ReelShort — Every Second is Drama Welcome to ReelShort, a next-gen HD streaming platform offering exclusive vertical TV videos, series, and movies. Recognized by Times100 for our innovation in the entertainment industry, we're changing the way you watch HD movies, shows, or videos with our one-minute episodes that you can enjoy drama content anytime, anywhere, all from the convenience of your phone and pad with the ReelShort App online. Choose from our movie library packed with endless (infinite) addictive (attractive) content (video) of drama added online daily, from romantic encounters with billionaires and heart-wrenching tragedies to epic comeback stories, exciting love and revenge stories, and more drama episodes—you won't ever (will never) be short on entertainment! Featured Shows: [Don't Miss Me When I'm Gone] After losing my parents, I move in with my godmother, Aunt Sandra. I live under her roof with her two sons-the Miller brothers-surrounded by love and care. I think I’ll end up with one of them. But everything changes when the maid’s daughter, Lola, moves in. The Miller brother I love most breaks my heart into pieces. After I leave, they lose their minds trying to find me. [Move Aside! I'm the Final Boss] Kingsley is the secret King of King's Corps and the richest man on Earth, but when he returns from the battlefield, his childhood sweetheart brutally dumps him, thinking he's a clown. How will the King of all men make her regret it? [Baby, Just Say Yes!] Betrayed by your fiance and your own sister, you marry Teddy Lloyd without knowing his real identity – a secret billionaire. Together, you two have to stand up against your evil family, take back your mother’s company and maybe, just maybe, find true love! Here's why you'll love ReelShort: Bite-sized original TV series, movies, videos and shows designed for on-the-go viewing Exclusive dramas/movies with juicy vertical drama that will keep you hooked New shows and movies are added daily, with hundreds of new episodes online each month Hollywood-quality movie entertainment, crafted for the big screen delivered to a small but HD screen near you Interative story feature that allows you to decide what happens next in the short movie/drama Experience and enjoy the future way of entertainment one minute online at a time — download ReelShort now! ""Crazy Maple Studio is quietly changing the streaming game with its ReelShort app."" - Time100 ""The biggest player in this new genre is ReelShort."" - New York Times ""Every minute has a hook that keeps you watching."" - Wall Street Journal ""ReelShort, which has dozens of shows — similarly light on character development and packed with curveballs — made for binge-watching in minutes."" - Washington Post Follow Us on Social Media Facebook: https://www.facebook.com/reelshortapp YouTube: https://youtube.com/@reelshortapp Instagram: https://www.instagram.com/reelshortapp TikTok: https://www.tiktok.com/@reelshortapp Our official website: https://www.reelshort.com/"
192,TV Cast for Chromecast,https://play.google.com/store/apps/details?id=de.twokit.castbrowser,4.1595006,"10,000,000+",2.79,"Jun 27, 2015","Jun 9, 2026",2kit consulting,info@video-tv-cast.com,https://video-tv-cast.com,,"Video & TV Cast is the TOP Browser App for video streaming with 10,000,000 users on Android + iOS Upgrade your Chromecast Player to watch webvideos, online movies, IPTV, livestreams and live-tv shows directly on your biggest screen with the no#1 web video streamer. Mp4, m3u8, hls livestreams, video over https and of course Full HD are supported. *** This app only works with all Chromecast devices from Google and Google Cast / Android TV powered device *** With Video & TV Cast you can browse through the web and stream or cast the World Cup or any video you want on your Chromecast Player. Just navigate to your favorite website and send the embedded video with a single tap to your Chromecast. The discovered video will be shown below the browser. A tap on the video link will send it to your Chromecast Player immediately. >>> IMPORTANT NOTES, PLEASE READ * NOT SUPPORTED Videos: Flash video, Google Play movies, Netflix, Amazon and HBO and other DRM protected videos web-videos, online-movies, IPTV, livestreams and live-tv shows. * Please test your websites and videos in the free edition! If casting fails, upgrading will NOT make it work magically. * The app does NOT mirror your full Android device, it just pushes the video part of a website to your Chromecast. * To play mp4, m3u8 or other videofiles directly on Chromecast just enter or paste the full video-url in the browser address bar. * Sometimes it is necessary to play the video on your Android device before the link gets detected for casting. * If the connection does not work, please try to restart your Android device, Chromecast and wifi router. * If a specific web-video, online-movie, IPTV, livestream or live-tv show does not cast, please check our FAQ or send the website and video link to info@video-tv-cast.com by using the report feature in the app. We will try to add support for your video as soon as possible. Leaving negative Play Store reviews without any information about your issue will not give us a chance to help you. * Security Note: For your safety Video & TV cast only needs minimal Android permissions to work. Unlike others we do NOT access your identity data, accounts, device id, phone status, gps location or contacts. Please always check the required app permissions before you trust and install any Android app. * Refunds: Only within 24 hours after purchase. Please submit the Google Purchase ID. >>> QUICK START GUIDE 1) Wait some seconds until the red icon in the menu bar changes to a filled white icon. If your Chromecast is not found, please restart the app. 2) Google your favorite video (e.g. on youtube) or enter the video-url directly in the browser address bar by tapping on the pen icon in the menu bar. 3) Wait some seconds until the video link (mp4, m3u8, etc.) is shown below the browser. If ""No videolink found to cast"" stays, please play the video locally in the browser first and open it in fullscreen mode, then wait some seconds. 4) After the link is detected tap on ""Tap here to cast"" below the browser and casting will start. To stop casting, please tap on the cast icon in the menu bar. 5) Enjoy your web-video, online-movie, IPTV, livestream or live-tv show and share our app on Twitter or Facebook :) >>> A MESSAGE FROM THE DEVELOPERS If you have suggestions or discover any problems with Video & TV Cast, please let us know at info@video-tv-cast.com. We will help you as soon as we can. If you like the app, please support us by giving a 5-star rating on Google Play or purchasing one of the addons. Thank you for all your support. Disclaimer: This app is not affiliated with Google or any other trademark mentioned here. Chromecast is a trademark of Google LLC."
193,Chaînes TV – Live TV Channels,https://play.google.com/store/apps/details?id=canal.tv.en.direct.live,4.4102564,"1,000,000+",Varies with device,"Feb 14, 2024",,V.S. Limex Broadcast Systems Ltd,support@limexltd.com,https://afriqueendirect.tv/,,"Welcome to Chaînes TV – Live TV Channels! Enjoy live tv streaming: your favorite shows, movies, sport and news with the Chaînes tv streaming app. Use a modern TV app for watching TV live on Android mobile — watch TV channels live anytime, anywhere. Dive into a wide selection of live and on-demand TV content – online television is available on your favorite device: smartphone, tablet, or android TV. With this online tv app for watching tv live, you can watch your favorite programs anytime, anywhere across the world. Enjoy instant access to live channels and entertainment from anywhere with the online television. This is the easiest way to experience free live tv and modern live tv streaming directly on your phone with smooth streaming tv support. With this powerful mobile tv solution, you can explore hundreds of tv channels live with high-quality digital playback. Our platform is one of the most convenient tv streaming apps for everyday viewing. Our channel collection is constantly expanding. We regularly add new digital broadcasts and fresh live channels, including sports and international entertainment. With free live tv, you can access content without limits, wherever you are in the world. Currently, we offer over 150 tv channels live, featuring DRTV International, Egg Pro TV, Evi TV, Nour TV, TICIA 24 TV, ONE-TV, A2i, and tv5 monde. This makes our service a trusted choice among modern tv streaming apps. Say goodbye to the limits of traditional television. Enjoy the freedom of live tv streaming and movies the way you want. Whether you're at home, at work, or on the move – this tv app for watching tv live makes sure you never miss your favorite shows. Experience the future of streaming tv with a complete mobile tv experience built for android devices. Watch sports, news, movies, and more with smooth digital playback. But that’s not all – Chaînes tv is a full-featured online television app, designed to make your viewing experience even better. 🔎 Find channels easily with the built-in search function and watch instantly. ⭐ Add favorites to your personal list for quick access anytime. 📺 Create your own TV guide by organizing preferred channels the way you like – complete control over your entertainment with streaming tv across the world. 📢 Want your TV channel featured in our app? Contact: partners@limexltd.com 🛠️ Need technical support or want to suggest improvements? Reach out to us at: support@limexltd.com 📥 Download Chaînes TV – Live TV Channels and never miss a program again. With Chaînes tv, live tv streaming is always within reach. Download TV app for watching TV live on Android mobile and watch TV channels live wherever you want."
194,SmartThings,https://play.google.com/store/apps/details?id=com.samsung.android.oneconnect,4.5827513,"1,000,000,000+",Varies with device,"Apr 17, 2017","Apr 13, 2026","Samsung Electronics Co.,  Ltd.",noreply.sec@samsung.com,https://help.content.samsung.com,,"Quickly and easily connect and control your smart home devices through SmartThings. SmartThings is compatible with 100s of smart home brands. So, you can control all of your smart home gadgets in one place, including your Samsung Smart TV and smart home appliances. With SmartThings, you can connect, monitor and control multiple smart home devices quicker and easier. Connect your Samsung smart TVs, smart appliances, smart speakers and brands like Ring, Nest and Philips Hue - all from one app. Then control your smart devices using voice assistants including Alexa, Bixby and Google Assistant [Key Features] - Control and check in on your home from wherever you are - Build routines that are set on time, weather, and device status, so your home runs smoothly in the background - Allow shared control by giving access to other users - Receive status updates about your devices with automated notifications ※ SmartThings is optimized for Samsung smartphones. Some features may be limited when used with other vendors' smartphones. ※ Some features may not be available in all countries. ※ You can also install SmartThings on Wear OS-based watches. ※ SmartThings for Wear OS is only available when the watch is connected to a mobile phone. You can get a quick access to routine run and device control by adding SmartThings tile on your watch. We provide SmartThings complications that allow you to enter SmartThings app service directly from watchface. [App requirements] Some mobile devices may not be supported. - Memory size : 3GB over ※ App permissions The following permissions are required for the app. You can use the app without optional permissions, but some functions may be limited. [Optional access permissions] • Location : Used to locate your devices, create routines based on your location, and scan for nearby devices using Wi-Fi • Nearby devices : (Android 12 ↑) Used to scan for nearby devices using Bluetooth Low Energy (BLE) • Notifications : (Android 13 ↑) Used to provide notifications about SmartThings devices and features • Camera : Used to scan QR codes so you can easily add members and devices to SmartThings • Microphone : Used to add certain devices to SmartThings using high-frequency sounds • Files and media : (Android 12) Used to save data and share content • Photos and videos : (Android 13 ↑) Used to play photos and videos on SmartThings devices • Music and audio : (Android 13 ↑) Used to play sound and video on SmartThings devices • Phone : (Android 12 ↑) Used to make calls on smart speakers • Contacts : (Android 12 ↑) Used to get phone numbers of your contacts to send text message notifications • Physical activity : (Android 12 ↑) Used to detect when you start pet walks [Wear OS Optional access permissions] • Nearby devices : (Wear OS 3.5 ↑) Used to scan for nearby devices using Bluetooth Low Energy (BLE) • Notifications : (Wear OS 4.0 ↑) Used to provide notifications about SmartThings devices and features • Microphone: Communicate with nearby devices using a microphone and speaker"
195,TDTChannels | TV en directo,https://play.google.com/store/apps/details?id=com.tdtchannels.player,4.4950495,"1,000,000+",v2026.03.1,"Jan 4, 2023","Mar 29, 2026",Marc Vila,hola@tdtchannels.com,https://www.tdtchannels.com/,,"Watch TV and radio broadcasts: online, free, legal, and free. Hassle-free! Discover a wide variety of TV and radio stations for free. Access national, regional, and international channels legally and without registration. Get ready to enjoy endless hours of entertainment without complications. IMPORTANT: We are against piracy. Therefore, our app does NOT include such broadcasts. Furthermore, all broadcasts come from official sources; we do not broadcast. For more information about the app, visit https://www.tdtchannels.com/android https://www.tdtchannels.com/docs/guias/generales/"
196,Remote for Android TV,https://play.google.com/store/apps/details?id=tech.simha.androidtvremote,4.6,"10,000,000+",Varies with device,"Feb 13, 2023","Apr 15, 2026",Simha Software,support@simha.tech,https://www.simha.tech/,,"Remote for Android TV application allows you to control your Android Smart TV instead of using a physical remote. ◆ VOICE and KEYBOARD SUPPORTED ◆ Supported Brands are :- Xiaomi, TCL, Changhong, Sony, Skyworth, Google-Chromecast, Haier, SWTV, Any brands TV running on Android or Google TV OS. Features: ◆ Voice commands ◆ Built-in keyboard for search ◆ Touchpad ◆ Quick launch applications ◆ Volume information directly visible on the application ◆ Control your TV as you normally would with a physical remote ◆ Your last remote is saved for quick and easy access ◆ More exiting features coming soon.. Connect your phone/tablet to the same WiFi network as your TV device for the application to work. Have questions or feedback? Drop us an email to support@simha.tech DISCLAIMER - This is not an official app by Google."
197,DAZN - Watch Live Sports,https://play.google.com/store/apps/details?id=com.dazn,4.501328,"50,000,000+",Varies with device,"Jun 22, 2018","Jun 17, 2026",DAZN,help@dazn.com,https://dazn.com/help,,"DAZN is the ultimate sports entertainment platform uniting the world’s sports fans through the ultimate entertainment experience. We uniquely integrate the entire fan experience for fans to watch, play, and socialize, all in one place. DAZN holds the world’s largest portfolio of sports broadcasting rights, including: • History-making fights from Matchroom Promotions, Queensberry, Top Rank, Salita Promotions, Golden Boy Promotions, and BKFC. • The best of live Women’s Football, including Liga F, NWSL, and Frauen-Bundesliga. • The home of FIFA+: live football, match replays and the game's greatest stories. Stream thousands of live football matches from over 230 competitions and 100+ football associations. • European soccer action including UEFA Champions League, Lega Serie A, LaLiga, Bundesliga, and Europa League for our Spanish-speaking soccer fans. • All the action from Professional Fighters League (PFL), MMA events from Naciones MMA, Ansgar Fighting League, and more. • Enjoy thrilling sports like Tennis, PDC Darts, and global events from Riyadh Season. • Over 10 linear TV channels on our platform with 24/7 content, including Red Bull TV, Matchroom Snooker, Lacrosse TV, and Padel TIME TV. • If you love video-on-demand (VOD), explore our extensive library of sports documentaries, features, and shows. Watch Anytime, Anywhere. Experience sports like never before. Stream your favorite events live or on demand, on any device, from anywhere in the world. DAZN delivers the game to you, wherever you are. Play in FanZone and Beyond Dive into the action with FanZone. Chat live, send reactions, and connect with fellow fans in real-time. It’s your front-row seat to the heart of the game. Connect with Fans Join the community. Chat with fans, share your passion, and celebrate every victory together. On DAZN, every game is a social event. DAZN brings you the ultimate sports streaming experience with a world of content available anytime, anywhere: • Dive into the “Home of Boxing”, featuring top events, schedules, fighter profiles, and exclusive content, including BKFC (Bare Knuckle Fighting Championship). • Stay up-to-date with the “Schedule” feature, setting alerts for your favorite games and matches. • Navigate effortlessly with the new sub-navigation bar to quickly access your favorite competitions like Women’s Football, including Liga F, and Frauen-Bundesliga. • Get real-time “Stats and Scores” for all games, even those not streaming on DAZN. • Explore full “Fight Cards” for boxing events and revisit past rounds with a single click. • Use the enhanced search page to find what you’re looking for swiftly. • Engage with fans in the “FanZone” by cheering, chatting, sending reactions, and participating in polls. • Manage your account with ease using the updated profile section. • Browse and watch a variety of live channels with the EPG for live channels feature, including content like Rally TV, PDC Darts, and more. DAZN is your gateway to sports, bringing you closer to the action than ever before. Terms of Use https://www.dazn.com/en-US/help/articles/pp-tcs-all Privacy Policy: https://www.dazn.com/en-US/help/articles/pp-tcs-all"
198,IPTV Player - Smart Live TV,https://play.google.com/store/apps/details?id=ai.metaverse.iptv.smartplayer.onlinetv,4.3985567,"10,000,000+",8.0,"Dec 21, 2023","Jun 10, 2026",Metaverse Labs,support@metaverselabs.ai,http://metaverselabs.ai,,"📺 Smart IPTV Player is the ultimate way to stream live content from IPTV Channels and online playlists. Now you can enjoy your favorite online TV channels anytime, anywhere with the IPTV Smart Player. Get ready to immerse yourself in one of the best IPTV Online apps while sipping your favorite drink. *** NEW 🔥🔥🔥 Xtreme Play is Now Available - Access Premier IPTV Service with over 20,000 Live Channels, VOD, EPG, and more. *** Smart IPTV Player is designed to be user-friendly and simple to use. It provides a helpful guide to import your playlist and offers tutorials for online search, supporting M3U and M3U8 files. *** With Online IPTV, you have unlimited access to a wide range of content and live channels from around the world. Whether you prefer traditional television or modern channels, you'll find them all here. *** TV online allows you to enjoy your favorite content from a distance and supports a wide range of formats, ensuring you can watch your entertainment with ease. *** Watch Live in style with high compatibility for video quality, including SD, HD, and 4K, as well as high resolutions like 720p and 1080p. FEATURES: 🔥 Xtreme IPTV support 🔥 Easily import and manage playlists using Playlist URL 🔥 Play single streams using M3U and M3U Plus files 🔥 Add favorite channels and personalize your playlist 🔥 Unlimited playlists and channels can be added 🔥 Mirror-cast from your phone to the big screen 🔥 Advanced tools such as timer, brightness, volume control, lock screen, and more 🔥 Built-in IPTV player for fast, reliable, and stable streaming 🔥 External IPTV player support for playing media from your device, including images, videos, files, and URLs 🔥 Smart IPTV supports playlist formats like M3U and M3U Plus 🔥 Fast channel search and compatibility with all Android devices and TV Boxes DISCLAIMER: Smartplayer IPTV does not contain any pre-loaded playlists or channels Users must import their own content Xtreme IPTV Smart Player is not affiliated with any third-party providers We do not support or promote streaming copyrighted material without proper permission from the copyright holders. IMPORTANT: The IPTV Smart Player App only displays and plays the content that users add. For more information, please check our Terms of Use: Terms of Use - Metaverse Labs To understand how we handle your privacy, please read our Privacy Policy: Privacy Policy - Metaverse Labs If you have any feedback or suggestions, please contact us at support@metaverselabs.ai. We value your input and are dedicated to improving the Smart IPTV Player - Xtreme HD IPTV - Online TV - Watch Live experience."
199,MX Player,https://play.google.com/store/apps/details?id=com.mxtech.videoplayer.ad,4.213952,"1,000,000,000+",2.14.0,"Jul 18, 2011","Jun 15, 2026",Amazon Mobile LLC,support@mxplayer.in,http://apps.mxplayer.in/,,"Powerful video and music player with advanced hardware acceleration and subtitle supports a) HARDWARE ACCELERATION - Hardware acceleration can be applied to more videos with the help of new HW+ decoder. b) MULTI-CORE DECODING - MX Player is the first Android video player which supports multi-core decoding. Test results proved that multi-core device's performance is up to 70% better than single-core devices. c) PINCH TO ZOOM, ZOOM AND PAN - Easily zoom in and out by pinching and swiping across the screen. Zoom and Pan are also available by option. d) SUBTITLE GESTURES - Scroll forward/backward to move to next/previous text, Up/down to move text up and down, Zoom in/out to change text size. e) Privacy Folder - Hide your secret videos to your private folder and protect your privacy. f) KIDS LOCK - Keep your kids entertained without having to worry that they can make calls or touch other apps. Subtitle formats: - DVD, DVB, SSA/*ASS* subtitle tracks. - SubStation Alpha(.ssa/.*ass*) with full styling. - SAMI(.smi) with Ruby tag support. - SubRip(.srt) - MicroDVD(.sub) - VobSub(.sub/.idx) - SubViewer2.0(.sub) - MPL2(.mpl) - TMPlayer(.txt) - Teletext - PJS(.pjs) - WebVTT(.vtt) ****** Permission Details: ––––––––––––––––––– * ""READ_EXTERNAL_STORAGE"" is required to read your media files in your primary & secondary storages. * ""WRITE_EXTERNAL_STORAGE"" is required to rename or delete files and to store the downloaded subtitles. * ""LOCATION"" permission is required to help find nearby friends. * ""NETWORK"" and ""WIFI"" permissions are required to get the network status which is required for various activities like license checking, update checking etc. * ""BLUETOOTH"" permission is required in order to improve AV sync when the Bluetooth headset is connected. * ""CAMERA"" permission is required to scan QR code. * ""INTERNET"" is required to play internet streams. * ""VIBRATE"" is required to control the vibration feedback. * ""WAKE_LOCK"" is required to prevent your phone from sleeping while watching any video. * ""KILL_BACKGROUND_PROCESSES"" is required to stop the MX Player services used in background play. * ""DISABLE_KEYGUARD"" is required to temporarily prevent secure screen lock when Kids Lock is used. * ""SYSTEM_ALERT_WINDOW"" is required to block some keys when Kids Lock is used. * ""DRAW OVER OTHER APPS"" is required to block system buttons when input blocking is activated on the playback screen. ****** If you are facing ""package file is invalid"" error, please install it again from product home page (https://mx.j2inter.com/download) ****** If you have any questions, please visit our Facebook Page or XDA MX Player forum. https://www.facebook.com/MXPlayer http://forum.xda-developers.com/apps/mx-player Some of the screens are from the Elephants Dreams licensed under the Creative Commons Attribution 2.5. (c) copyright 2006, Blender Foundation / Netherlands Media Art Institute / www.elephantsdream.org Some of the screens are from the Big Buck Bunny licensed under the Creative Commons Attribution 3.0 Unported. (c) copyright 2008, Blender Foundation / www.bigbuckbunny.org"
200,TiviMate IPTV Player,https://play.google.com/store/apps/details?id=ar.tvplayer.tv,4.147059,"1,000,000+",5.3.2,"Dec 14, 2018","Jun 5, 2026",Armobsoft FZE,support@tivimate.com,https://tivimate.com,,"TiviMate IPTV Player — the effortless way to watch your playlists. Easy to use for beginners and deeply customizable for power users, TiviMate combines speed, clarity, and control in one player. Key features: - Refined, intuitive and customizable interface tailored for large screens - Support for common IPTV playlist formats: M3U, Xtream Codes, Stalker Portal - TV guide (EPG): browse the full program schedule in a fast, clear grid - Multiple playlists: Effortlessly manage and switch between your playlists - Favorite channels: Bookmark your most-watched channels for instant access - Catch-up: Access past broadcasts so you never miss a show - Recording: Record your favorite shows to watch later - Search: Find channels and shows instantly with intuitive search - Parental controls: Manage access easily to ensure a safe viewing environment - Multiview: Watch multiple channels at once on a single screen - And much more Device compatibility: TiviMate is designed for Android TV and remote control navigation. It is not optimized for touch devices such as phones or tablets. IMPORTANT TiviMate is a media player only and does not provide any content. TiviMate is not affiliated with any content provider and does not endorse the use of illegal content sources. To watch anything, you must add your own playlists. Any paid subscription or premium upgrade unlocks application features only; it does not include, or provide access to, any channels, streams, or media content."
201,Kuku TV: Short Dramas & Series,https://play.google.com/store/apps/details?id=com.vlv.aravali.reels,4.019608,"100,000,000+",Varies with device,"Mar 12, 2025","Jun 18, 2026",Kuku Technologies Private Limited,support@kukufm.com,https://kukutv.app/,,"Kuku TV: Your Daily Dose of Short Drama, Mini Web Series & Trending Movies — All in 2 Minutes, now with a 1-Day Trial for just ₹2! With the trust of India’s Captain Cool, Mahendra Singh Dhoni (aka Thala), entertainment just got cooler & more engaging on Kuku TV. Step into a world of fast entertainment with Kuku TV — the ultimate micro drama app & web series app. From the creators of Kuku FM and trusted by crores of users, Kuku TV brings you premium short videos, engaging mini web series, short drama stories & trending movie content that delivers big emotions in just 2–3 minute episodes. Don’t have hours to watch long shows anymore? That’s exactly why Kuku TV was created — a fun movie streaming app & short video app built for people who want entertainment that fits into their fast-paced lives. It’s your go-to ott app and ott platform for quick entertainment. India’s highest-rated movie streaming platform with a 4.5★ rating & 1.02 million+ reviews, Kuku TV is redefining how India watches movies ott and watch online movie experiences. Whether you’re travelling to work, on a chai break, or relaxing before bed, enjoy short drama, mini series, short films app content, and watch short movies in minutes. Why Viewers Love Watching Premium Short Drama Stories on Kuku TV? * Quick 2–3 minute episodes perfect for short breaks * Vertical short videos and reel video app experience * Watch popular Hindi web series and hindi drama series across multiple languages * Explore serials and serial-type story formats * Fast HD video streaming with smooth playback * Download, watch short movies, and mini web series offline * Personalised recommendations for pass-time videos and daily story content * Discover entertainment reels, story reels & viral video series * Go Premium for uninterrupted streaming and exclusive premium short series Entertainment That Matches Your Mood Some days you want drama. Some days you want romance movies. Some days you want suspense story. Some days you want light short comedy drama. Kuku TV gives you all of it in one place: * Romantic drama series and hindi romance series * Short thriller series and thriller short videos * Short horror and suspense story content * Family drama series hindi and relatable stories * Comedy video app content for light entertainment * Movies HD and Bollywood film online experiences * Short story videos and cinematic short videos * TV serial reels and vertical web series AI-Powered Storytelling Experience the future of entertainment with AI-powered storytelling on Kuku TV. Our system recommends short drama series, mini episodes, and new drama series tailored to your mood. Watch Without Internet, Anytime Download your favourite mini web series, short films, or short drama hindi and watch anytime. Perfect for travel and low-network areas. Upgrade to Premium for the Best Experience * No ads — uninterrupted drama streaming app experience * Access exclusive premium short videos and premium mini series * Early access to trending reels app content * Better viewing with hd video streaming New Stories Added Regularly Enjoy fresh short drama stories, mini web series, and short romantic series added daily. Discover billionaire stories, action mini series, and short action series every time you open the app. Every visit brings new movie show content, drama series download options, and engaging short drama platform experiences. Start Watching Now Download Kuku TV — the ultimate web series app, movie streaming app, and short video app for fast, engaging entertainment. Watch drama online, explore hindi short series, and enjoy premium content anytime."
202,Prosto.TV for SMART TV,https://play.google.com/store/apps/details?id=com.utg.prostotv.new,3.5,"100,000+",6.16.08,"Apr 3, 2022","May 18, 2026",PROSTO,support@prosto.tv,https://prosto.tv/,,"Turn on your favorite TV channels or movies online in the Prosto TV app. Watch TV anywhere and on any screen: Smart TV, smartphone, tablet, set-top box. Register in the application and watch channels and movies at the maximum rate for 7 days for free. Or choose a free tariff plan - 100 channels forever. Our advantages: 300+ channels 20,000+ films up to 5 display devices HD, 4K quality air control functions broadcast in recording for 7 days user-friendly interface content personalization flexible settings name search functions parental control You can get more detailed information about tariffs and services on the website https://prosto.tv/ru/"
